城市车商,第几期,车型,众筹金额,分红,每万元分红,天数,收益率,天数乘收益率,收益率除天数
ECVM120,M18502,别克君越,70000.0,1510.76,215.82,87,9.05,787.35,0.10402298850574714
SWVM117,M19329,名爵锐腾,70000.0,974.58,139.23,44,11.55,508.20000000000016,0.2625
SWVU109,M19379,大众迈腾,144000.0,1889.3,131.2,42,11.4,478.8,0.27142857142857146
NCVB110,M19238,奥迪A8L,357000.0,5285.78,148.06,49,11.03,540.4699999999998,0.2251020408163265
ECVD108,M18489,奥迪R8,595000.0,15790.06,265.38,88,11.01,968.88,0.12511363636363634
SCVB106,M18603,大众POLO,47000.0,1172.22,249.41,83,10.97,910.51,0.1321686746987952
NCVH202,M19062,丰田皇冠,104000.0,1786.66,171.79,57,11.0,627.0,0.19298245614035087
NCVH202,M19167,宝马X1,108000.0,1680.17,155.57,51,11.13,567.63,0.21823529411764708
SWVA216,M19489,宝马320Li,132000.0,1487.64,112.7,36,11.43,411.48,0.3175
ECVJ206,M19974,奔驰C180L,204000.0,1269.01,62.21,15,15.14,227.1,1.0093333333333334
CCVF211,M19732,本田凌派,68000.0,707.99,104.12,25,15.2,380.0,0.608
CCVF211,M19759,日产天籁,62000.0,620.0,100.0,24,15.21,365.04,0.63375
SWVU106,M19628,宝马320Li,137000.0,1425.3,104.04,30,12.66,379.8,0.42200000000000004
ECVJ102,M19217,大众Multivan,152000.0,2250.75,148.08,49,11.03,540.4699999999998,0.2251020408163265
ECVM112,M18497,奔驰R400,328000.0,7077.58,215.78,87,9.05,787.35,0.10402298850574714
SCVI115,M20073,传祺GS4,67000.0,368.5,55.0,10,20.08,200.8,2.008
NWVA105,M19454,奔驰GLK260,220000.0,3075.45,139.79,38,13.43,510.34,0.3534210526315789
ECVM201,M18493,奥迪A4L,136000.0,2949.94,216.91,87,9.1,791.6999999999997,0.10459770114942528
SWVU108,M18599,雷克萨斯NX200,200000.0,4578.01,228.9,83,10.07,835.8100000000003,0.12132530120481927
CCVF215,M20087,宝马535Li,154000.0,492.91,32.01,8,14.6,116.8,1.825
ECVM214,M19446,宝马X1,100000.0,1157.77,115.78,37,11.42,422.54,0.30864864864864866
ECVM203,M18827,丰田坦途,416000.0,8027.97,192.98,66,10.67,704.22,0.16166666666666665
NWVA105,M19317,宝马523Li,162000.0,2683.3,165.64,43,14.06,604.58,0.3269767441860465
NWVA105,M20091,宝马X1,131000.0,993.4,75.83,8,34.6,276.8,4.325
ECVM104,M19009,传祺GS8,124000.0,1794.32,144.7,58,9.11,528.38,0.15706896551724134
SWVK201,M18543,大众帕萨特,109000.0,2745.89,251.92,84,10.95,919.8,0.13035714285714284
SWVM123,M18565,逸动,32000.0,774.11,241.91,84,10.51,882.84,0.12511904761904766
SWVU116,M18558,大众帕萨特,94000.0,2601.26,276.73,84,12.02,1009.68,0.14309523809523808
NWVA104,M19587,奥迪A3,104000.0,1284.83,123.54,30,15.03,450.9,0.501
SWVM204,M19761,福特新蒙迪欧,100000.0,861.67,86.17,23,13.67,314.41,0.5943478260869565
NCVA104,M19623,奔驰CLA260,210000.0,2030.85,96.71,29,12.17,352.93,0.4196551724137931
SWVM119,M18578,大众途观,70000.0,1624.71,232.1,83,10.21,847.4300000000003,0.12301204819277108
ECVR106,M18563,奥迪Q5,204000.0,4667.46,228.8,84,9.94,834.9599999999997,0.11833333333333332
SWVU109,M19777,宝马X1,164000.0,1269.48,77.41,22,12.84,282.48,0.5836363636363636
SCVG104,M19633,福特福克斯,40000.0,458.89,114.72,29,14.44,418.76,0.4979310344827586
ECVK104,M19319,标致3008,96000.0,1250.63,130.27,43,11.06,475.58,0.2572093023255814
CCVA109,M19255,丰田普拉多,184000.0,2548.35,138.5,45,11.23,505.35,0.2495555555555556
SWVG101,M19958,宝马320Li,188000.0,966.37,51.4,15,12.51,187.65,0.8340000000000001
SWVM201,M18571,哈弗H6,49000.0,1212.76,247.5,82,11.02,903.64,0.13439024390243906
NWVA105,M20090,大众甲壳虫,117000.0,887.77,75.88,7,39.56,276.92,5.651428571428572
NWVA104,M19172,宝马525Li,164000.0,2801.18,170.8,50,12.47,623.5,0.2494
NCVH202,M19542,雷克萨斯LS460,152000.0,1598.83,105.19,33,11.63,383.79,0.3524242424242425
NCVH202,M18922,奥迪A8L,104000.0,1736.57,166.98,61,9.99,609.39,0.16377049180327868
NWVQ101,M19401,丰田兰德酷路泽,294000.0,4107.58,139.71,38,13.42,509.96,0.3531578947368421
SWVU118,M19342,日产轩逸,80000.0,1119.3,139.91,41,12.46,510.86,0.3039024390243903
SWVU112,M19451,路虎神行者2,190000.0,2288.04,120.42,36,12.21,439.56000000000006,0.3391666666666667
ECVM208,M19392,奔驰唯雅诺,165000.0,1992.23,120.74,39,11.3,440.70000000000016,0.28974358974358977
ECVK114,M19824,斯巴鲁傲虎,164000.0,1054.88,64.32,19,12.36,234.84,0.6505263157894736
ECVJ103,M19250,Jeep自由光,112000.0,1525.43,136.2,45,11.05,497.25000000000006,0.2455555555555556
SCVA119,M19491,丰田凯美瑞,88000.0,1197.83,136.12,34,14.61,496.74,0.4297058823529412
NCVB102,M18515,奔驰S600L,576000.0,14504.02,251.81,84,10.94,918.96,0.13023809523809524
CCVF110,M18858,保时捷Cayenne,246000.0,4236.09,172.2,64,9.82,628.48,0.1534375
SWVB113,M19648,林肯MKX,234000.0,2167.51,92.63,27,12.52,338.04,0.4637037037037037
NCVH111,M18454,路虎神行者2,124000.0,2419.01,195.08,89,8.0,712.0,0.0898876404494382
ECVJ102,M18700,别克GL8,104000.0,2015.66,193.81,71,9.96,707.1600000000003,0.14028169014084507
ECVD108,M18984,奔驰E260,182000.0,3139.49,172.5,58,10.86,629.88,0.1872413793103448
SWVK111,M18458,本田杰德,40000.0,781.06,195.26,89,8.01,712.89,0.09
NWVA105,M19604,福特新蒙迪欧,88000.0,1257.18,142.86,29,17.98,521.42,0.62
SWVU106,M19251,奔驰S600L,220000.0,2987.14,135.78,44,11.26,495.44,0.2559090909090909
SWVF110,M19973,大众途锐,336000.0,1592.6,47.4,13,13.31,173.03,1.023846153846154
ECVJ102,M19544,路虎揽胜,598000.0,5662.9,94.7,31,11.15,345.65000000000015,0.3596774193548387
NCVA108,M19907,奔驰R350L,168000.0,863.27,51.39,15,12.5,187.5,0.8333333333333334
ECVM210,M19448,大众迈腾,160000.0,1812.59,113.29,36,11.49,413.64,0.31916666666666665
CCVG104,M19259,宝马X4,180000.0,2398.14,133.23,44,11.05,486.20000000000016,0.2511363636363637
ECVM113,M18445,本田雅阁,120000.0,2341.05,195.09,89,8.0,712.0,0.0898876404494382
SWVU108,M20047,野马,228000.0,1005.23,44.09,9,17.88,160.92,1.9866666666666664
ECVJ102,M19672,奥迪A4L,112000.0,974.39,87.0,26,12.21,317.4600000000001,0.4696153846153847
NCVG105,M19978,本田奥德赛,168000.0,826.53,49.2,13,13.81,179.53,1.0623076923076924
CCVG116,M19894,道奇酷威,112000.0,761.89,68.03,16,15.52,248.32,0.97
SWVK109,M18522,宝马520i,175000.0,4045.95,231.2,84,10.05,844.2,0.11964285714285715
NWVB105,M19850,奥迪A6L,181000.0,1164.21,64.32,19,12.36,234.84,0.6505263157894736
NWVB105,M19681,日产天籁,108000.0,939.9,87.03,26,12.22,317.72,0.47
SWVG109,M19899,本田杰德,64000.0,555.0,86.72,16,19.78,316.48,1.23625
NCVG103,M19002,奔驰CLA200,200000.0,3703.27,185.16,57,11.86,676.02,0.2080701754385965
CCVF215,M19267,现代朗动,49000.0,652.83,133.23,44,11.05,486.20000000000016,0.2511363636363637
CCVF210,M18467,日产途乐,400000.0,10000.0,250.0,89,10.25,912.25,0.1151685393258427
CCVF205,M18483,路虎揽胜,605000.0,16000.21,264.47,87,11.1,965.7,0.12758620689655173
SWVK203,M19608,凯迪拉克CT6,172000.0,1817.37,105.66,29,13.3,385.70000000000016,0.4586206896551725
SWVA102,M18990,宝马X3,232000.0,3551.61,153.09,56,9.98,558.88,0.17821428571428571
SWVM116,M19997,马自达CX-4,80000.0,540.0,67.5,11,22.4,246.4,2.036363636363636
ECVJ101,M18687,奔驰E260L,212000.0,4108.8,193.81,71,9.96,707.1600000000003,0.14028169014084507
SWVU116,M19471,本田雅阁,104000.0,1207.51,116.11,34,12.46,423.64,0.36647058823529416
SWVB106,M20046,丰田普拉多,234000.0,1657.17,70.82,8,32.31,258.48,4.03875
ECVN103,M18758,MINI,72000.0,1240.54,172.3,67,9.39,629.13,0.1401492537313433
NWVA105,M19823,奔驰唯雅诺,203000.0,2055.74,101.27,18,20.53,369.54,1.1405555555555555
SWVM101,M19426,奥迪A4L,110000.0,1246.69,113.34,36,11.49,413.64,0.31916666666666665
SCVB112,M19341,现代ix35,64000.0,781.3,122.08,40,11.14,445.6,0.2785
NWVQ106,M18624,丰田凯美瑞,80000.0,1909.6,238.7,80,10.89,871.2,0.136125
ECVM201,M19538,大众迈腾,88000.0,908.7,103.26,32,11.78,376.96,0.368125
ECVJ102,M18521,GMC SAVANA,304000.0,6873.48,226.1,83,9.94,825.02,0.1197590361445783
NCVG107,M19968,奔驰GL550,304000.0,1347.32,44.32,12,13.48,161.76,1.1233333333333333
SCVA105,M19567,陆风X7,68000.0,876.12,128.84,29,16.22,470.38,0.5593103448275861
ECVJ203,M18481,宝马218i,120000.0,2842.41,236.87,87,9.94,864.78,0.11425287356321838
NCVA106,M19915,福特撼路者,154000.0,924.0,60.0,14,15.64,218.96,1.1171428571428572
SCVA101,M18742,大众帕萨特,88000.0,1512.83,171.91,68,9.23,627.64,0.13573529411764707
NWVB110,M18644,现代名图,64000.0,1513.1,236.42,79,10.92,862.68,0.13822784810126582
CCVF211,M20030,奥迪A6L,160000.0,640.0,40.0,9,16.22,145.98,1.8022222222222224
SWVK112,M18524,宝马318i,100000.0,2303.01,230.3,83,10.13,840.7900000000003,0.12204819277108435
SWVK112,M19631,宝骏730,64000.0,617.67,96.51,27,13.05,352.35,0.4833333333333333
SWVU120,M19510,大众途观,88000.0,1000.86,113.73,33,12.58,415.14,0.3812121212121212
ECVC107,M19493,宝马523Li,128000.0,1551.03,121.17,33,13.4,442.2,0.4060606060606061
CCVA131,M18503,奔驰E260L,109000.0,2535.78,232.64,84,10.11,849.24,0.12035714285714284
CCVA123,M18822,丰田普拉多,280000.0,4941.78,176.49,64,10.07,644.48,0.15734375
ECVM203,M18924,日产途乐,360000.0,6896.2,191.56,59,11.85,699.15,0.20084745762711864
CCVF207,M18552,丰田兰德酷路泽,441000.0,10576.86,239.84,81,10.81,875.61,0.1334567901234568
NWVB105,M19673,路虎发现神行,204000.0,1642.48,80.51,24,12.24,293.76,0.51
SWVM207,M19746,现代索纳塔八,72000.0,715.97,99.44,20,18.15,363.0,0.9075
ECVM201,M18808,奔驰G500,592000.0,9674.94,163.43,63,9.47,596.61,0.15031746031746032
ECVD107,M18942,MINI,115000.0,2043.54,177.7,59,10.99,648.41,0.186271186440678
NWVA105,M18606,奥迪TT,148000.0,3494.58,236.12,79,10.91,861.89,0.1381012658227848
ECVN103,M19576,奥迪A4L,188000.0,1836.5,97.69,27,13.21,356.67,0.4892592592592593
ECVJ107,M19430,丰田普拉多,256000.0,2656.58,103.77,35,10.82,378.7,0.3091428571428572
ECVJ107,M19929,路虎揽胜,732000.0,3399.04,46.43,12,14.12,169.44,1.1766666666666663
NCVA101,M19615,丰田塞纳,231000.0,2009.67,87.0,26,12.21,317.4600000000001,0.4696153846153847
NWVA105,M19970,奥迪Q7,214000.0,1744.9,81.54,11,27.06,297.66,2.46
ECVC105,M19897,凯迪拉克ATS-L,126000.0,756.0,60.0,14,15.64,218.96,1.1171428571428572
ECVJ106,M18439,本田奥德赛,43000.0,829.98,193.02,88,8.01,704.88,0.09102272727272727
ECVD102,M19435,保时捷911,800000.0,8300.63,103.76,35,10.82,378.7,0.3091428571428572
SWVA204,M19741,奔驰B200,113000.0,930.07,82.31,20,15.02,300.4,0.7509999999999999
NCVG102,M18403,宝马318i,64000.0,1249.08,195.17,89,8.0,712.0,0.0898876404494382
ECVD106,M19867,马自达6,28000.0,179.2,64.0,15,15.57,233.55,1.038
NWVB110,M20098,大众帕萨特,88000.0,780.69,88.71,4,80.95,323.8,20.2375
SCVA105,M18655,奔腾X80,48000.0,1059.36,220.7,78,10.33,805.74,0.13243589743589745
SWVM105,M19294,现代朗动,46000.0,613.56,133.38,41,11.87,486.67,0.2895121951219512
SWVF108,M18944,丰田皇冠,64000.0,1162.19,181.59,58,11.43,662.9399999999998,0.19706896551724135
SCVB114,M18437,本田凌派,69000.0,1331.01,192.9,88,8.0,704.0,0.09090909090909093
SWVK111,M18404,丰田汉兰达,94000.0,1833.96,195.1,89,8.0,712.0,0.0898876404494382
CCVF211,M19161,Jeep牧马人,136000.0,1758.43,129.3,47,10.04,471.88,0.21361702127659574
CCVF211,M19290,大众途观,70000.0,849.73,121.39,40,11.08,443.2,0.27699999999999997
SWVF108,M18818,宝马318i,86000.0,1522.2,177.0,62,10.42,646.04,0.16806451612903225
NWVQ109,M19893,丰田卡罗拉,68000.0,584.97,86.03,13,24.15,313.95,1.8576923076923075
NWVQ112,M18654,凯迪拉克凯雷德,202000.0,4656.52,230.52,77,10.93,841.61,0.14194805194805193
CCVA117,M18341,奥迪A4L,88000.0,1736.05,197.28,90,8.0,720.0,0.08888888888888889
SCVA107,M19734,丰田普拉多,198000.0,1554.67,78.52,19,15.08,286.52,0.7936842105263158
CCVF211,M19289,本田凌派,88000.0,1041.96,118.4,39,11.08,432.12,0.2841025641025641
NCVB101,M19855,奔驰G63,800000.0,3850.81,48.14,14,12.55,175.70000000000005,0.8964285714285715
SWVM114,M19213,本田冠道,190000.0,2573.08,135.43,44,11.23,494.12,0.25522727272727275
CCVA101,M19524,福特锐界,160000.0,1589.38,99.34,29,12.5,362.5,0.4310344827586207
