城市车商,第几期,车型,众筹金额,分红,每万元分红,天数,收益率,天数乘收益率,收益率除天数
广东02,M2873,大众迈腾,186000.0,3000.0,161.29,38,15.49,588.62,0.4076315789473684
西安05,M2981,奥迪A4L,216000.0,2800.0,129.63,32,14.79,473.28,0.4621875
长沙24,M3047,宝马X6,251000.0,1400.0,55.78,13,15.66,203.58,1.2046153846153846
西安04,M3057,宝马116i,108000.0,1100.0,101.85,13,28.6,371.8,2.2
山东46,M3129,大众凌渡,97000.0,441.89,45.56,6,27.71,166.26,4.618333333333333
长沙08,M3136,现代全新胜达,116000.0,800.0,68.97,6,41.95,251.7,6.991666666666667
西安12,M3155,凯迪拉克赛威,60000.0,1000.0,166.67,5,121.67,608.35,24.334
重庆02,M2517,奔驰CLS300,288000.0,6000.0,208.33,63,12.07,760.41,0.1915873015873016
重庆02,M2534,Jeep自由光,168000.0,3264.0,194.29,62,11.44,709.28,0.18451612903225809
合肥03,M2537,宝马750Li,1521000.0,45000.0,295.86,62,17.42,1080.0400000000004,0.2809677419354839
重庆02,M2599,牧马人,244000.0,5000.0,204.92,57,13.12,747.8399999999997,0.23017543859649126
山东18,M2146,本田CR-V,142000.0,3810.0,268.31,89,11.0,979.0,0.12359550561797752
山东32,M3071,丰田汉兰达,180000.0,1401.0,77.83,10,28.41,284.1,2.841
重庆01,M2140,宝马120i,75000.0,2200.0,293.33,88,12.17,1070.96,0.13829545454545455
重庆16,M2152,宝马530Li,224000.0,5873.0,262.19,87,11.0,957.0,0.1264367816091954
重庆01,M2157,丰田普拉多,214000.0,6800.0,317.76,87,13.33,1159.71,0.1532183908045977
长沙03,M2194,奥迪Q5,188000.0,5200.0,276.6,84,12.02,1009.68,0.14309523809523808
长沙09,M2253,奔驰CLS300,262000.0,7800.0,297.71,79,13.75,1086.25,0.17405063291139242
上海04,Y077,荣威E950,171000.0,3787.77,221.51,66,12.25,808.5,0.1856060606060606
上海04,Y078,荣威E950,171000.0,3845.16,224.86,67,12.25,820.75,0.1828358208955224
上海04,Y079,荣威E950,171000.0,3730.38,218.15,65,12.25,796.25,0.18846153846153849
上海04,Y080,荣威E950,171000.0,3730.38,218.15,65,12.25,796.25,0.18846153846153849
上海04,Y081,荣威E950,171000.0,3672.99,214.79,64,12.25,784.0,0.19140625
长沙12,M2475,奥迪A7,240000.0,5600.0,233.33,66,12.9,851.4,0.19545454545454544
上海04,Y082,荣威E950,171000.0,3730.38,218.15,65,12.25,796.25,0.18846153846153849
成都07,M2481,标致408,62000.0,1450.0,233.87,65,13.13,853.45,0.20199999999999999
上海04,Y084,荣威E950,171000.0,3672.99,214.79,64,12.25,784.0,0.19140625
上海04,Y085,荣威E950,171000.0,3615.6,211.44,63,12.25,771.75,0.19444444444444445
上海04,Y087,荣威E950,171000.0,3615.6,211.44,63,12.25,771.75,0.19444444444444445
上海04,Y088,荣威E950,171000.0,3429.37,200.55,61,12.0,732.0,0.19672131147540986
上海04,Y089,荣威E950,171000.0,3429.37,200.55,61,12.0,732.0,0.19672131147540986
上海04,Y090,荣威E950,171000.0,3429.37,200.55,61,12.0,732.0,0.19672131147540986
上海04,Y091,荣威E950,171000.0,3373.15,197.26,60,12.0,720.0,0.2
上海04,Y092,荣威E950,171000.0,3373.15,197.26,60,12.0,720.0,0.2
山东07,M2771,奥迪A5,192000.0,3300.0,171.88,43,14.59,627.37,0.3393023255813953
南京09,M3070,宝马320Li,168000.0,1500.0,89.29,9,36.21,325.89,4.023333333333333
长沙20,M2144,DS6,175000.0,4900.0,280.0,84,12.17,1022.28,0.1448809523809524
贵阳01,M2192,保时捷卡宴,528000.0,13048.0,247.12,82,11.0,902.0,0.13414634146341464
成都10,M2160,奔驰SLK200,164000.0,4700.0,286.59,85,12.31,1046.35,0.1448235294117647
山东18,M2163,斯柯达明悦,89000.0,2306.0,259.1,86,11.0,946.0,0.12790697674418605
西安05,M2225,哈弗H8,126000.0,3037.0,241.03,80,11.0,880.0,0.1375
南京08,M2258,奔驰S400L,666000.0,15454.0,232.04,77,11.0,847.0,0.14285714285714285
成都07,M2317,大众辉腾,176000.0,4300.0,244.32,73,12.22,892.0600000000003,0.1673972602739726
山东10,M2577,宝马520Li,214000.0,4200.0,196.26,56,12.79,716.24,0.2283928571428571
山东35,M2589,福特翼虎,112000.0,2254.0,201.25,55,13.36,734.8,0.2429090909090909
成都07,M2592,索纳塔九,104000.0,1990.0,191.35,54,12.93,698.22,0.23944444444444446
山东40,M2593,奔驰S350L,280000.0,4556.0,162.71,54,11.0,594.0,0.2037037037037037
成都13,M2634,丰田普拉多,240000.0,4400.0,183.33,51,13.12,669.12,0.2572549019607843
山东07,M2732,路虎揽胜极光,208000.0,3500.0,168.27,44,13.96,614.24,0.3172727272727273
山东07,M2765,MINI,113000.0,2000.0,176.99,42,15.38,645.96,0.3661904761904762
山东40,M2820,奔驰GLK300,176000.0,2500.0,142.05,39,13.29,518.31,0.3407692307692308
山东10,M2850,奔驰S300L,336000.0,4500.0,133.93,36,13.58,488.88,0.37722222222222224
西安03,M2918,丰田酷路泽,320000.0,4000.0,125.0,31,14.72,456.32,0.4748387096774194
长沙22,M3044,宝马X6,396000.0,2100.0,53.03,10,19.36,193.6,1.936
南京08,M3180,奔驰C200L,261000.0,1000.0,38.31,1,139.85,139.85,139.85
山东38,M2122,奔驰唯雅诺,202000.0,5296.0,262.18,87,11.0,957.0,0.1264367816091954
重庆01,M2138,日产天籁,76000.0,2600.0,342.11,86,14.52,1248.72,0.16883720930232554
重庆01,M2139,奔驰E260L,260000.0,8000.0,307.69,86,13.06,1123.16,0.15186046511627907
合肥03,M2408,大众桑塔纳,68000.0,2033.2,299.0,69,15.82,1091.58,0.22927536231884055
合肥03,M2409,大众桑塔纳,68000.0,2033.2,299.0,69,15.82,1091.58,0.22927536231884055
合肥03,M2410,大众桑塔纳,68000.0,2033.2,299.0,69,15.82,1091.58,0.22927536231884055
合肥03,M2411,大众桑塔纳,68000.0,2033.2,299.0,69,15.82,1091.58,0.22927536231884055
合肥03,M2412,大众桑塔纳,68000.0,2033.2,299.0,69,15.82,1091.58,0.22927536231884055
山东53,M2727,奔驰C260,176000.0,2400.0,136.36,44,11.31,497.64,0.2570454545454546
重庆02,M2945,奔驰ML400,496000.0,5600.0,112.9,29,14.21,412.09,0.4900000000000001
成都11,M2950,奔驰唯雅诺,136000.0,1500.0,110.29,29,13.88,402.52,0.4786206896551725
重庆02,M2953,宝马525Li,220000.0,2220.0,100.91,29,12.7,368.3,0.4379310344827586
山东53,M3006,宝马535i,232000.0,3000.0,129.31,26,18.15,471.9,0.698076923076923
长沙20,M2117,DS6,175000.0,4900.0,280.0,87,11.75,1022.25,0.13505747126436782
山东16,M2120,玛莎拉蒂总裁,664000.0,16809.0,253.15,84,11.0,924.0,0.13095238095238096
长沙12,M2142,日产GT-R,294000.0,8000.0,272.11,83,11.97,993.51,0.14421686746987952
长沙20,M2145,DS6,125000.0,3500.0,280.0,84,12.17,1022.28,0.1448809523809524
长沙11,M2219,马自达6,61000.0,1700.0,278.69,78,13.04,1017.12,0.16717948717948716
合肥03,M2392,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2393,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2394,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2395,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2396,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2397,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2398,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2399,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2400,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2401,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2402,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2403,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2404,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2405,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2406,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
合肥03,M2407,大众桑塔纳,68000.0,2033.2,299.0,68,16.05,1091.4,0.2360294117647059
西安05,M2519,三菱帕杰罗,153000.0,2674.0,174.77,58,11.0,638.0,0.1896551724137931
南京07,M2709,玛莎拉蒂Ghibli,576000.0,7488.0,130.0,44,10.78,474.32,0.245
西安12,M3073,日产奇骏,112000.0,1510.0,134.82,5,98.42,492.1,19.684
西安08,M2106,奔驰S500L,260000.0,6816.0,262.15,87,11.0,957.0,0.1264367816091954
西安08,M2128,奥迪Q3,160000.0,4146.0,259.13,86,11.0,946.0,0.12790697674418605
山东34,M2292,大众帕萨特,157000.0,3501.0,222.99,74,11.0,814.0,0.14864864864864866
合肥03,M2378,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2379,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2380,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2381,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2382,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2383,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2384,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2385,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2386,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2387,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2388,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2389,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2390,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2391,大众桑塔纳,68000.0,2033.2,299.0,67,16.29,1091.4299999999996,0.2431343283582089
合肥03,M2499,奔驰A200,218000.0,5761.0,264.27,60,16.08,964.8,0.268
合肥03,M2500,奔驰B200,234000.0,6184.0,264.27,60,16.08,964.8,0.268
合肥03,M2501,宝马i8,1242000.0,32822.0,264.27,60,16.08,964.8,0.268
重庆02,M2915,沃尔沃V60,134000.0,1363.0,101.72,28,13.26,371.28,0.4735714285714286
重庆02,M2951,大众CC,148000.0,1644.0,111.08,27,15.02,405.54,0.5562962962962963
山西02,M2966,奥迪A6L,144000.0,1332.0,92.5,26,12.99,337.74,0.4996153846153846
西安08,M3052,奥迪A6L,186000.0,1000.0,53.76,6,32.71,196.26,5.451666666666667
重庆01,M2102,奔驰GLK300,160000.0,6000.0,375.0,87,15.73,1368.51,0.18080459770114946
长沙08,M2693,宝马X5,237000.0,3900.0,164.56,43,13.97,600.71,0.3248837209302326
西安05,M2835,雷诺科雷傲,112000.0,1400.0,125.0,33,13.83,456.39,0.41909090909090907
山东35,M2032,斯巴鲁森林人,123000.0,3300.0,268.29,89,11.0,979.0,0.12359550561797752
山东07,M2033,奔驰威霆,256000.0,6865.0,268.16,89,11.0,979.0,0.12359550561797752
山东43,M2451,奔驰C180L,224000.0,4050.0,180.8,60,11.0,660.0,0.18333333333333326
山东22,M2551,奥迪A8L,416000.0,8000.0,192.31,52,13.5,702.0,0.25961538461538464
重庆19,M2689,奔驰C200,232000.0,2936.0,126.55,42,11.0,462.0,0.2619047619047619
重庆19,M2690,名图,86000.0,1118.0,130.0,42,11.3,474.6,0.2690476190476191
南京08,M2755,捷豹F-TYPE,509000.0,6000.0,117.88,37,11.63,430.31,0.31432432432432433
太原02,M2826,别克凯越,28000.0,300.0,107.14,32,12.22,391.04,0.381875
广东02,M2843,丰田汉兰达,244000.0,2900.0,118.85,30,14.46,433.8,0.482
广东02,M2863,本田冠道,230000.0,2800.0,121.74,29,15.32,444.28,0.5282758620689655
西安02,M2864,大众甲壳虫,136000.0,1300.0,95.59,28,12.46,348.88,0.445
重庆01,M2052,路虎发现4,332000.0,10700.0,322.29,85,13.84,1176.4,0.1628235294117647
太原02,M2151,大众途观,104000.0,2507.0,241.06,80,11.0,880.0,0.1375
南京07,M2558,奔驰C200L,256000.0,3857.0,150.66,50,11.0,550.0,0.22
太原02,M2828,日产天籁,112000.0,1361.0,121.52,31,14.31,443.61,0.4616129032258065
长沙31,M2911,丰田普拉多,324000.0,4000.0,123.46,24,18.78,450.72,0.7825000000000001
山东05,M2008,宝马X5,316000.0,8285.0,262.18,87,11.0,957.0,0.1264367816091954
南京09,M2017,玛莎拉蒂总裁,616000.0,16151.0,262.19,87,11.0,957.0,0.1264367816091954
重庆01,M2046,奔驰ML350,188000.0,5500.0,292.55,85,12.56,1067.6,0.14776470588235294
重庆01,M2063,奔驰ML350,200000.0,6000.0,300.0,84,13.04,1095.36,0.15523809523809526
长沙05,M2094,福特福克斯,40000.0,1100.0,275.0,83,12.09,1003.47,0.14566265060240965
长沙12,M2563,奥迪A8L,200000.0,3700.0,185.0,49,13.78,675.2199999999998,0.28122448979591835
合肥03,M2587,宝马X4,422000.0,9706.0,230.0,47,17.86,839.42,0.38
合肥03,M2588,奥迪A7,405000.0,9315.0,230.0,47,17.86,839.42,0.38
长沙07,M2698,福特金牛座,184000.0,2700.0,146.74,40,13.39,535.6,0.33475
山东38,M2707,奥迪Q7,444000.0,5180.0,116.67,38,11.21,425.98,0.29500000000000004
广东02,M2729,丰田普拉多,312000.0,4212.0,135.0,36,13.69,492.84,0.38027777777777777
广东02,M2819,本田凌派,96000.0,1300.0,135.42,32,15.45,494.4,0.4828125
广东02,M2842,日产贵士,362000.0,5000.0,138.12,28,18.01,504.28,0.6432142857142857
南京09,M2851,英菲尼迪QX60,304000.0,4000.0,131.58,28,17.15,480.19999999999993,0.6124999999999999
西安07,M3039,宝马525Li,300000.0,1100.0,36.67,2,66.92,133.84,33.46
重庆03,M2004,宝马X6,276000.0,7236.0,262.17,87,11.0,957.0,0.1264367816091954
重庆19,M2459,大众宝来,75000.0,1305.0,174.0,56,11.34,635.04,0.2025
重庆19,M2460,奥迪A4L,160000.0,3200.0,200.0,56,13.04,730.24,0.23285714285714285
长沙07,M2468,奥迪A4L,184000.0,4000.0,217.39,56,14.17,793.52,0.2530357142857143
西安05,M2492,奥迪A6L,251000.0,4084.0,162.71,54,11.0,594.0,0.2037037037037037
长沙26,M2605,宝马X5,203000.0,3200.0,157.64,44,13.08,575.52,0.2972727272727273
重庆19,M2667,长安CS75,68000.0,1009.0,148.38,40,13.54,541.5999999999998,0.3385
重庆19,M2668,现代全新胜达,124000.0,1800.0,145.16,40,13.25,530.0,0.33125
成都03,M2823,克莱斯勒300C,176000.0,2478.0,140.8,30,17.13,513.9,0.5710000000000001
西安05,M2845,雪佛兰迈锐宝,94000.0,1300.0,138.3,27,18.7,504.9,0.6925925925925925
山西02,M3034,斯柯达昊锐,64000.0,400.0,62.5,3,76.04,228.12,25.34666666666667
长沙15,M2011,本田雅阁,92000.0,2500.0,271.74,87,11.4,991.8,0.1310344827586207
西安10,M2062,宝马523Li,184000.0,5102.0,277.28,82,12.34,1011.88,0.15048780487804878
长沙29,M2880,玛莎拉蒂Levante,488000.0,5200.0,106.56,22,17.68,388.96,0.8036363636363636
太原13,M1980,路虎揽胜运动,392000.0,10277.0,262.17,87,11.0,957.0,0.1264367816091954
山东09,M2316,起亚智跑,80000.0,1470.1,183.76,61,11.0,671.0,0.18032786885245905
山西02,M2638,奥迪A8L,104000.0,1542.0,148.27,38,14.24,541.12,0.3747368421052632
南京09,M2822,奔驰GLE320,548000.0,6300.0,114.96,28,14.99,419.72,0.5353571428571429
长沙08,M2579,宝马320i,148000.0,2000.0,135.14,35,14.09,493.15,0.4025714285714286
长沙07,M2608,现代胜达,141000.0,2000.0,141.84,31,16.7,517.6999999999998,0.5387096774193548
南京11,M2715,宝马520i,264000.0,2500.0,94.7,24,14.4,345.6,0.6
南京07,M3027,奔驰GLC 200,320000.0,1250.0,39.06,3,47.53,142.59,15.843333333333335
山东35,M1861,奔驰S300L,344000.0,8498.0,247.03,82,11.0,902.0,0.13414634146341464
长沙13,M2223,奥迪Q5,196000.0,4000.0,204.08,57,13.07,744.99,0.2292982456140351
上海04,Y073,荣威E950,515000.0,7788.49,151.23,48,11.5,552.0,0.2395833333333333
上海04,Y074,荣威E950,515000.0,7139.45,138.63,44,11.5,506.0,0.26136363636363635
山东35,M2359,宝马520i,213000.0,4000.0,187.79,47,14.58,685.26,0.3102127659574468
上海04,Y076,荣威E950,171000.0,2262.82,132.33,42,11.5,483.0,0.27380952380952384
山东35,M2642,奔驰E260L,210000.0,2400.0,114.29,27,15.45,417.15,0.5722222222222222
长沙19,M2684,宝马X5,304000.0,2800.0,92.11,24,14.01,336.24,0.58375
天津01,C202,丰田普拉多,400000.0,1330.18,33.25,11,11.03,121.33,1.0027272727272727
天津01,C203,丰田普拉多,400000.0,1330.18,33.25,11,11.03,121.33,1.0027272727272727
天津01,C204,丰田普拉多,400000.0,1330.18,33.25,11,11.03,121.33,1.0027272727272727
天津01,C205,丰田普拉多,400000.0,1330.18,33.25,11,11.03,121.33,1.0027272727272727
山东03,M2866,路虎揽胜运动,400000.0,1900.0,47.5,11,15.76,173.36,1.4327272727272726
长沙03,M1850,本田雅阁,76000.0,2000.0,263.16,81,11.86,960.66,0.14641975308641975
天津01,Y047,野马,350000.0,7517.81,214.79,64,12.25,784.0,0.19140625
天津01,Y048,野马,350000.0,7635.27,218.15,65,12.25,796.25,0.18846153846153849
天津01,Y049,野马,350000.0,7635.27,218.15,65,12.25,796.25,0.18846153846153849
天津01,Y050,野马,350000.0,7400.34,211.44,63,12.25,771.75,0.19444444444444445
天津01,Y051,野马,350000.0,7134.25,203.84,62,12.0,744.0,0.1935483870967742
天津01,Y052,野马,350000.0,7134.25,203.84,62,12.0,744.0,0.1935483870967742
天津01,Y053,野马,350000.0,6904.11,197.26,60,12.0,720.0,0.2
天津01,Y054,野马,350000.0,7019.18,200.55,61,12.0,732.0,0.19672131147540986
天津01,Y055,野马,350000.0,6789.04,193.97,59,12.0,708.0,0.2033898305084746
天津01,Y056,野马,350000.0,6789.04,193.97,59,12.0,708.0,0.2033898305084746
天津01,C197,野马,350000.0,3285.4,93.87,27,12.69,342.63,0.47
天津01,C198,野马,350000.0,3285.4,93.87,27,12.69,342.63,0.47
上海04,Y064,传祺GA5,355000.0,5942.6,167.4,52,11.75,611.0,0.2259615384615385
上海04,Y065,传祺GA5,355000.0,5942.6,167.4,52,11.75,611.0,0.2259615384615385
上海04,Y068,荣威E950,515000.0,8620.96,167.4,52,11.75,611.0,0.2259615384615385
上海04,Y070,荣威E950,515000.0,8123.6,157.74,49,11.75,575.75,0.2397959183673469
上海04,Y071,荣威E950,515000.0,7788.49,151.23,48,11.5,552.0,0.2395833333333333
上海04,Y072,荣威E950,515000.0,7788.49,151.23,48,11.5,552.0,0.2395833333333333
山东38,M2510,宝马520Li,287000.0,3348.33,116.67,38,11.21,425.98,0.29500000000000004
长沙02,M2557,大众途观,104000.0,1300.0,125.0,33,13.83,456.39,0.41909090909090907
天津01,C199,丰田普拉多,400000.0,1330.18,33.25,11,11.03,121.33,1.0027272727272727
天津01,C200,丰田普拉多,400000.0,1330.18,33.25,11,11.03,121.33,1.0027272727272727
天津01,C201,丰田普拉多,400000.0,1330.18,33.25,11,11.03,121.33,1.0027272727272727
山东03,M2867,奔驰GLA200,196000.0,1200.0,61.22,10,22.35,223.5,2.2350000000000003
天津01,C206,丰田普拉多,450000.0,777.99,17.29,6,10.52,63.12,1.7533333333333332
长沙24,M2508,本田歌诗图,111000.0,1500.0,135.14,37,13.33,493.21,0.36027027027027025
广东01,M2619,奥迪A6L,216000.0,2800.0,129.63,26,18.2,473.2,0.7
广东01,M2733,宝马520Li,256000.0,2300.0,89.84,19,17.26,327.94000000000005,0.908421052631579
山东17,M2815,路虎神行者2,264000.0,1700.0,64.39,15,15.67,235.05,1.0446666666666666
长沙29,M2876,宝马X5,476000.0,2000.0,42.02,8,19.17,153.36,2.39625
重庆03,M1762,奥迪Q5,221000.0,4886.0,221.09,85,9.49,806.65,0.11164705882352942
长沙26,M1820,宝马528Li,344000.0,8500.0,247.09,81,11.13,901.53,0.13740740740740742
南京11,M1959,玛莎拉蒂Ghibli,560000.0,13056.0,233.14,74,11.5,851.0,0.1554054054054054
杭州05,M1975,路虎神行者2,259000.0,6220.0,240.15,73,12.01,876.73,0.1645205479452055
西安10,M1996,奥迪A5,268000.0,5813.0,216.9,72,11.0,792.0,0.1527777777777778
杭州12,M2351,三菱劲炫,78000.0,3050.0,391.03,45,31.72,1427.4,0.7048888888888889
成都13,M2493,丰田普拉多,288000.0,4044.0,140.42,37,13.85,512.4499999999998,0.3743243243243243
成都03,M2498,纳智捷大7,106000.0,1547.0,145.94,37,14.4,532.8000000000002,0.3891891891891892
长沙24,M2533,丰田普拉多,211000.0,2698.0,127.87,33,14.14,466.62,0.4284848484848485
广东01,M2562,宝马525Li,172000.0,2466.0,143.37,31,16.88,523.28,0.544516129032258
重庆02,M2581,沃尔沃S60,140000.0,1590.0,113.57,30,13.82,414.6,0.4606666666666666
广东01,M2627,本田CR-V,99000.0,1138.0,114.95,25,16.78,419.5,0.6712
重庆19,M2664,福特翼搏,71000.0,600.0,84.51,23,13.41,308.43,0.5830434782608696
重庆19,M2666,阿特兹,118000.0,1100.0,93.22,23,14.79,340.17,0.6430434782608695
长沙08,M2704,揽胜,248000.0,2066.0,83.31,21,14.48,304.08,0.6895238095238095
山东34,M2753,奔驰C180L,244000.0,2802.85,114.87,17,24.66,419.22,1.4505882352941175
成都13,M2805,起亚索兰托,84000.0,549.0,65.36,15,15.9,238.5,1.06
南京08,M2825,保时捷卡宴,756000.0,7000.0,92.59,12,28.16,337.92,2.3466666666666667
重庆03,M1735,宝马525Li,249000.0,7000.0,281.12,87,11.79,1025.73,0.13551724137931034
重庆03,M1754,奥迪A4L,152000.0,4000.0,263.16,85,11.3,960.5,0.13294117647058826
西安10,M1832,奔驰E260L,192000.0,4629.0,241.09,80,11.0,880.0,0.1375
太原13,M1844,大众途锐,368000.0,8650.0,235.05,78,11.0,858.0,0.14102564102564102
西安04,M1860,奔驰C260,172000.0,4043.0,235.06,78,11.0,858.0,0.14102564102564102
成都03,M1870,保时捷卡宴,280000.0,7591.0,271.11,77,12.85,989.45,0.16688311688311688
西安05,M1990,丰田FJ酷路泽,405000.0,8665.0,213.95,71,11.0,781.0,0.15492957746478872
重庆01,M1994,奔驰C200L,216000.0,6700.0,310.19,71,15.95,1132.45,0.22464788732394364
重庆01,M1995,奔驰GLK300,208000.0,6000.0,288.46,71,14.83,1052.93,0.20887323943661973
重庆16,M2001,保时捷卡宴,480000.0,10126.0,210.96,70,11.0,770.0,0.15714285714285714
重庆01,M2024,奔驰E260L,240000.0,6000.0,250.0,68,13.42,912.56,0.1973529411764706
重庆01,M2025,奔驰改款 E260L,240000.0,6200.0,258.33,67,14.07,942.69,0.21
重庆19,M2126,三菱劲炫,78000.0,1481.0,189.87,63,11.0,693.0,0.1746031746031746
重庆05,M2141,捷豹XF,216000.0,4480.0,207.41,58,13.05,756.9000000000003,0.225
南京11,M2236,宝马X4,351000.0,5500.0,156.7,52,11.0,572.0,0.21153846153846154
太原09,M2294,凯迪拉克SRX,176000.0,3100.0,176.14,49,13.12,642.88,0.2677551020408163
山东02,M2328,大众迈腾,129000.0,1749.0,135.58,45,11.0,495.0,0.24444444444444444
山东42,M2352,丰田兰德酷路泽,416000.0,5516.0,132.6,44,11.0,484.0,0.25
合肥07,M2696,雪铁龙C5,64000.0,1000.0,156.25,21,27.16,570.36,1.2933333333333334
山东41,M2711,宝马730Li,228000.0,3000.0,131.58,19,25.28,480.32000000000005,1.3305263157894738
西安04,M2784,福特探险者,272000.0,2274.33,83.62,15,20.35,305.25,1.356666666666667
长沙29,M2856,丰田普拉多,328000.0,1312.0,40.0,8,18.25,146.0,2.28125
太原10,M2871,大众迈腾,136000.0,798.0,58.68,7,30.6,214.2,4.371428571428572
长沙24,M1729,路虎发现4,263000.0,7000.0,266.16,86,11.3,971.8,0.1313953488372093
太原04,M1736,宝马X5,332000.0,7414.67,223.33,86,9.48,815.2800000000003,0.11023255813953488
重庆01,M1759,奔驰ML350,372000.0,8460.0,227.42,83,10.0,830.0,0.12048192771084335
重庆01,M1813,奔驰GLK300,200000.0,5900.0,295.0,80,13.46,1076.8000000000004,0.16825
重庆01,M1855,奥迪A6L,64000.0,2000.0,312.5,77,14.81,1140.37,0.19233766233766236
重庆01,M1856,奥迪A8L,288000.0,8600.0,298.61,77,14.15,1089.55,0.18376623376623374
重庆01,M1941,奔驰CLS350,156000.0,5000.0,320.51,73,16.03,1170.19,0.2195890410958904
重庆01,M1942,牧马人Sahara,160000.0,4750.0,296.88,73,14.84,1083.32,0.20328767123287672
西安05,M1949,宝马320Li,193000.0,4245.0,219.95,73,11.0,803.0,0.1506849315068493
杭州05,M1951,奔驰A160,90000.0,1980.0,220.0,73,11.0,803.0,0.1506849315068493
重庆01,M1955,大众帕萨特,102000.0,3200.0,313.73,73,15.69,1145.37,0.21493150684931506
重庆01,M1956,奔驰CLA200,192000.0,5952.0,310.0,73,15.5,1131.5,0.2123287671232877
重庆01,M1961,奔驰威霆,312000.0,9000.0,288.46,72,14.62,1052.64,0.20305555555555554
重庆01,M1962,大众途锐,240000.0,7500.0,312.5,72,15.84,1140.48,0.22
重庆01,M1960,奔驰威霆,312000.0,9100.0,291.67,72,14.79,1064.88,0.20541666666666664
合肥04,M1965,奥迪A6L,216000.0,4686.0,216.94,72,11.0,792.0,0.1527777777777778
重庆01,M1974,奔驰ML350,310000.0,9300.0,300.0,71,15.42,1094.82,0.2171830985915493
长沙20,M1999,DS6,175000.0,4305.0,246.0,69,13.01,897.6899999999997,0.1885507246376812
西安05,M2007,宝马GT535i,252000.0,5240.0,207.94,69,11.0,759.0,0.15942028985507245
重庆01,M2020,大众CC,140000.0,4200.0,300.0,68,16.1,1094.8000000000004,0.23676470588235296
重庆01,M2103,本田歌诗图,144000.0,3808.0,264.44,63,15.32,965.16,0.2431746031746032
成都10,M2229,宝马320Li,180000.0,3500.0,194.44,52,13.65,709.8000000000003,0.2625
贵阳01,M2333,路虎揽胜极光,256000.0,4000.0,156.25,44,12.96,570.24,0.2945454545454545
合肥03,M2363,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2364,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2365,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2366,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
合肥03,M2367,大众桑塔纳,68000.0,1686.4,248.0,42,21.55,905.1,0.5130952380952382
